product_id,product_name,main_category,sub_category,ratings,no_of_ratings,price
3ac068d9-983e-41b5-92c2-56df4d243cac,"Milton Steely Deluxe Mini Inner Steel Kids Tiffin Box, 400 ml, Orange | School Lunch Box | Leak Proof (Inner Steel & Outer...",home & kitchen,Kitchen & Dining,4.2,172,฿690
d7fc4db3-1853-4c4e-bd43-1e07cf8f94d2,"Aristo Lock & Fresh 112 Plastic Storage Container - 300 ML - Set Of 3, Transparent Clear",home & kitchen,Kitchen & Dining,,,฿258
62915c1f-e9b7-4084-9f16-04caee08c917,"Kuber Industries PVC Fridge Mat with Fridge Door Tray mat 6 Pcs, White",home & kitchen,Furniture,3.9,208,฿229
106d8017-883c-44c9-ba17-882b185473af,"Goodwill Tech™ Leather Table Top Elevator, 12 * 16 inch Black Adjustable Writing/Sketching/Drawing Table top",home & kitchen,Furniture,3.5,18,"฿2,699"
988726ab-2413-47b7-8451-27974d837e09,NAMRA ARTS Round Coffee Table Set of 2 Metal & Engineered Wood Modern Design Center Table Furniture Nesting Sofa Side Tabl...,home & kitchen,Furniture,1.0,1,"฿5,999"
2a37a5fe-e405-4016-9312-40f26b435527,"FORTUNE Stainless Steel Wall Mount 2 in 1 Shelf Multi-Functional Storage Shelf, Toothbrush Tumbler Holder, Bathroom Access...",home & kitchen,Furniture,4.0,186,฿999
ae196237-5ec4-4c20-b2d1-086fb41f820f,MI 108 cm (43 inches) 5A Series Full HD Smart Android LED TV L43M7-EAIN (Black),"tv, audio & cameras",Televisions,4.2,"34,286","฿35,999"
2b1f1a16-c195-4caf-800a-7154668504e8,GLOBAL HOME DECOR Engineered Wood Setup Box Stand/Set Top Box Stand Wall Mount for Home Wall Shelf for Holding Speakers Wi...,home & kitchen,Furniture,,,฿699
71e1164e-d791-418e-bbc1-eb3341e53045,Patiofy Jhula For Adults/ Swing For Home/ Hammock Swing Chair/ Swing For Living Room/ Suitable For Indoor & Outdoor/ 120Kg...,home & kitchen,Furniture,4.5,6,"฿3,999"
ac7e3361-d1bb-4ec2-a71b-434031ca4f3e,WINSOM ENTERPRISES Home Decor Wooden & Wrought Iron Corner Wall Mount Shelf Unit Racks and Shelves Wall Shelf Book Shelf W...,home & kitchen,Furniture,4.0,1,"฿1,150"
7ff4d533-1e65-493e-b972-b2f4b346af44,Amazon Brand - Solimo Hypnoz Engineered Wood Queen Bed without storage (Asian walnut finish),home & kitchen,Furniture,4.6,2,"฿24,673"
19812387-a7fa-4046-b107-14be823bd17a,Credex Temperature Smart Vacuum Insulated Thermos Water Bottle with LED Temperature Display 304 Stainless Steel Perfect fo...,home & kitchen,Kitchen & Dining,2.9,77,฿999
ac63c90c-ef3c-4a86-9610-408dfd172e08,Livzing Foldable Computer Table Study Desk Portable Wooden Finish Laptop Table for Kids and Adults – Home Office Bedside -...,home & kitchen,Furniture,4.1,194,"฿5,499"
f6ba7c32-10bf-4f25-98a3-4c0b1bee5611,Femora Borosilicate Glass Silicone Grip Fridge Bottle - 500 ML,home & kitchen,Kitchen & Dining,4.3,506,฿430
14343d75-5bd3-44ca-814e-a45c797feb8e,"PRIVILON GLOBAL Foldable Wooden Laptop Bed Tray Table, Multifunction Lap Tablet Desk with Cup Holder, Perfect for Eating B...",home & kitchen,Furniture,2.4,4,฿799
18629285-5424-4da9-aca9-dc6351f68711,"Kuber Stainless Steel Refrigerator Water Bottle | 1 Litre, Pack of 6 I Food Grade, BPA Free Lid, Non-Toxic, Rust Free | Ai...",home & kitchen,Kitchen & Dining,5.0,1,"฿1,799"
d784b9b2-57a7-4512-a190-04c4c423944b,Blue Star Air Conditioner|2 Ton 5 Star|Inverter Split AC|IA524DNU|2022|White,appliances,Air Conditioners,,,"฿84,990"
f44c559e-b005-4746-8f0c-0d9b32a9da26,"Status Anti Skid Washable Digital Printed Luxury Home Kitchen Floor Door Mat Runner, Combo Set of 2 Pcs (Multi #5)",home & kitchen,Furniture,3.7,76,"฿1,699"
f5e81bf8-6ff1-4183-aac4-bec5adf7b12b,Nilkamal CHR2180 Plastic Mid Back with Arm Chair | Chairs for Home| Dining Room| Bedroom| Kitchen| Living Room| Office - O...,home & kitchen,Furniture,4.1,223,"฿2,880"
e8e23823-a3ee-4de2-9d6f-0faf45436a4a,Deriz Round Ice Cube Tray Ball Maker Mold for Freezer Mini Circle Making 33PCS Sphere Chilling Cocktail Whiskey Plastic Re...,home & kitchen,Kitchen & Dining,3.6,118,฿999
1568ca79-d985-40c0-9e3f-b1504ea51ccd,Bathoyum Stainless Steel Towel Ring for Bathroom/Wash Basin/Napkin-Towel Hanger/Bathroom Accessories (Chrome-Round) - Pack...,home & kitchen,Furniture,,,฿599
c1c19146-9a02-456d-923d-978c89f23c9a,"Torche Wall Mounted Corner Floating Shelves Set of, Rustic Wood Wall Storage Shelves for Bedroom, Living Room, Bathroom, K...",home & kitchen,Furniture,4.3,5,"฿2,100"
ad17a080-fd2c-4a44-9cb6-1675c288518a,MBTC Classic Folding Chair in Black,home & kitchen,Furniture,4.1,381,"฿2,399"
73808301-ba1d-49cb-86aa-a6d071d64673,HomeTown Albert Engineered Wood 3 Tier Cabinet in Cherry Brown Colour,home & kitchen,Furniture,4.1,106,"฿9,990"
9833a6df-c170-4465-a4c8-daef2d01f173,"Proberos® Air Mattress with Pillow and Built-in Foot Pump, Portable and Connectable Camping Sleeping Bed Inflatable Mattre...",home & kitchen,Furniture,,,"฿3,930"
0434aad5-df74-41da-ac71-c5141fd67501,Heera Moti Boxx Coffee Table/Sofa Table/ Center Table For Living (Engineered Wood) (Finish :-White Pre-Laminated Matt),home & kitchen,Furniture,3.1,547,"฿5,000"
acda9e60-73ee-4c66-8aa8-cb55027c14d3,HASTHIP® 4PCS Bottle Openers Wine Bottle Opener Kit for Beer or Wine Premium Wine Opener Gift Set Includes Corkscrew Bottl...,home & kitchen,Kitchen & Dining,3.9,74,฿689
adcefa44-da83-496e-bda5-fb11c0974c2c,Wolpin Plastic Hanger Towel Hanger/Holder for Bathroom Self Adhesive Towel Stand/Rack Bathroom Accessories Towel Bar (25.7...,home & kitchen,Furniture,3.8,186,฿999
ec73bc89-f019-4032-9368-5bb7d113ec98,"Mahaware Modular Mini Oval Plastic Kitchen Container Set, 275ml, Set of 12, Blue",home & kitchen,Kitchen & Dining,4.1,"1,424","฿1,599"
1b980fd7-6d76-41ff-bdd0-45e67478da33,Amazon Brand - Solimo Elfreda Engineered Wood Study Table (Blue & Pine Finish),home & kitchen,Furniture,3.7,33,"฿15,000"
976f63a4-ecc5-4c86-8dbf-584732e39ecb,Holesalemart Multipurpose Wall Mount Bathroom Shelf and Rack for Home and Kitchen. Adhesive Sticker Support Without Drilli...,home & kitchen,Furniture,3.9,282,฿899
0c832d60-a308-488a-b8a8-252a24d67ff9,"Craftos Noah Engineered Wood Ladder Book Shelf and Storage / Display Unit (Dark Wenge, Matte Finish)",home & kitchen,Furniture,4.7,37,"฿8,000"
37c4e0e9-5d00-4f3b-b16a-e97807e70481,"Livpure 1 Ton 3 Star Wi-Fi Inverter Split AC (Copper, EGAPA Filter, 2019 Model, HKS-IN12K3S19A White)",appliances,Air Conditioners,3.4,3,"฿38,990"
234a21ef-a0ec-4ea4-8008-4b094e5d2cec,MHS Revolving Baby Sixer Caster Wheels for Furniture with Screws 175 KG Load Capacity Set of 4 Wheels,home & kitchen,Furniture,3.9,215,฿699
4212124e-9328-49e2-8f58-ac962632decc,"victorex Oxo-Biodegradable Packing Material, 12 Inch (300 mm), 100 Meters Length Per Unit, (Pack of 2), White",home & kitchen,Kitchen & Dining,3.9,428,"฿1,250"
63e23682-4b9c-481d-8d94-7dc63ec0d049,KAiNAT Gifts Shaped Engineered Wood Wall Shelf For Living Room Stylish | Wooden Floating For Room Wall Home Decor | Storag...,home & kitchen,Furniture,3.8,85,฿999
9cbabfec-a088-462d-a5ab-1c3bf724a2aa,100 PCS 10ml Empty Plastic Squeezable Dropper Bottles Eye Liquid Dropping Bottles (100 PCS),home & kitchen,Kitchen & Dining,4.0,102,฿850
60779e2e-a078-4fa6-93a7-0447adf690ec,"Hawkins Futura 4 Litre Cook n Serve Handi, Hard Anodised Biryani Handi with Glass Lid, Saucepan, Sauce Pan, Black (ACH40G)",home & kitchen,Kitchen & Dining,4.5,82,"฿2,125"
13224eaf-8b06-4c4d-9f6a-cfab1f00b1f4,"Pigeon - Stainless Steel 6 - Plates Idli Maker, Silver",home & kitchen,Kitchen & Dining,3.8,"7,749","฿1,750"
5b92b8dc-9ae7-41b2-9515-dc0aa01348fb,"Borosil Square Glass Baking Dish With Green Lid, 1 L, Microwave Safe & Oven Safe, Transparent, Set of 1",home & kitchen,Kitchen & Dining,4.5,345,฿895
a057d7fc-681f-44b8-b415-aea7c30a0b1a,"HAZEL Stainless Steel Multipurpose Mug | Steel Camping Mug | Steel Mug for Bathroom Shower Home | Strong and Sturdy Mug, 9...",home & kitchen,Kitchen & Dining,4.3,74,฿919
4daa368e-28c4-4714-a9fb-f1b2229821c5,"Tupperware Jumbo Tumblers, 470ml,Yellow/Orange (Plastic)",home & kitchen,Kitchen & Dining,4.2,139,฿380
7d42d653-d1bb-4c14-b9e1-08736129b4ad,Kitchwell Kitchen Accessories Items | 1100 ML Square Airtight Storage Jar and Container organizer | kitchen containers set...,home & kitchen,Kitchen & Dining,4.3,37,"฿1,899"
d9dee323-143f-41a4-b939-1c26f621a393,Furniv Wall Mounted Engineered Wood Shelf /Book Rack/ Wall Shelves/Home Decorative Display (Standard),home & kitchen,Furniture,3.7,175,"฿1,250"
40f8a09d-c30c-4da5-bc25-c4618d4ed5d3,QSEC Big Size Premium Food grade Stainless Steel Idli dhokla Cooker (285 mm) | Dhokla cooker | Multipurpose Kadai Steamer ...,home & kitchen,Kitchen & Dining,4.1,"3,120","฿2,499"
60daa861-c449-4a9d-bd6c-cd8b5e55e2a7,"HENNOX 12 Cavity Appam Maker Non Stick with lid, Appe Tawa Pan with Lid Appam Kadai Idli Cooker, Pan Cake, Ponganal Maker,...",home & kitchen,Kitchen & Dining,5.0,1,฿599
8788065a-6966-4271-865a-9f988f2a3543,"Treo By Milton Delfy Storage Glass Jar Translucent Colour Lid With Metal Stand, Set of 4",home & kitchen,Kitchen & Dining,4.2,480,฿475
23c34a7b-f591-434f-ac14-6113a438e324,CSS Furniture - Adjustable Height 17 to 22 inches Stool-Doctor/Kitchen Stool/Office Stool/Chair/Cafeteria Stool/Bar Stool...,home & kitchen,Furniture,3.4,10,"฿2,799"
e0ef1e85-8698-41a9-a0da-a381ef7cd71e,Royal interiors Queen Size Metal Bed With Hydraulic Storage in Ivory (Matte Finish),home & kitchen,Furniture,3.6,19,"฿41,029"
62db47d2-7ac4-4e68-873d-562a8426c4bd,"Supreme Fusion-02 MDR Center Drawer Storage Cupboard,Brown&Beige",home & kitchen,Furniture,3.3,6,"฿7,500"
789dd982-85c2-4319-ac50-06d0673a7e9b,Logickart Floating Bookshelf for Kids Invisible Shelf - Metal Book Shelf for Wall Decor Book Lovers - Bookshelf Floating B...,home & kitchen,Furniture,4.0,4,฿999
e5040a19-fd7b-40bc-a373-e14b311cb0eb,Woodkartindia Intersecting Wall Mount Shelf Wall Shelf Set of 4 Floating Shelf Storage Rack Wooden Wall Shelf for Home Dec...,home & kitchen,Furniture,3.9,561,"฿2,199"
929c90d8-8116-4384-be5b-7d1f4f8841f7,KCL Miska Stainless Steel Fruit & Vegetable Basket with Lid - 12 Inch Large,home & kitchen,Kitchen & Dining,4.3,"1,351","฿2,499"
509aab93-0dbc-44e7-8ab8-164aa53f09c4,"Qualy Investo Traditional Small Cast Iron Kadai Kadhai works for Cooking Small Size (6.8 Inches , 1.2 Kg Weight) Black",home & kitchen,Kitchen & Dining,4.0,408,฿899
c7ecfa30-a006-42b4-b772-208e8cdd8b69,ATOOTFUSION Primium Qulaity Black Hosiery Soft Cotton Multicolour Mattress | Cotton Gadda Box Pattern 4ft x 6ft (48 Inch X...,home & kitchen,Furniture,3.6,144,"฿4,998"
b5ea5b3a-3fda-43b2-8fef-430eeb01cab4,Furnishfuel Full Size Plastic Stool Chair With Back Rest For Back Support and Perfect Posture Sitting Living room Bathroom...,home & kitchen,Furniture,3.8,7,"฿1,999"
12de8f16-4892-43c0-acb8-7f6d91d6361d,"Furinno Turn-S-Tube 3-Tier Compact Multipurpose Shelf Display Rack, Square, Light Cherry/Black (Wood)",home & kitchen,Furniture,4.5,"5,865","฿2,299"
b81925db-0b6e-4870-9a7d-b0f970816f47,"SEAHELTON Dumpling Maker Machine, Dumpling Moulds, Dumpling Moulds Print, Dumpling Maker, Manual Dough Press (2 in 1), Mul...",home & kitchen,Kitchen & Dining,4.4,38,"฿1,299"
bcdef04e-3d97-4e70-9946-958c61f7b223,Dynore Stainless Steel Set of 2 Teardrop Bar Spoon 32cmx4cmx3cm,home & kitchen,Kitchen & Dining,4.3,30,฿500
f5ab93c5-ed45-4959-849d-a75d21eac7f3,"CLOSAL® Combo of Cake Making Turn Table, 12 Pieces of Cake Decorating Frosting Nozzle Set, 3 in 1 Multi-Function Stainless...",home & kitchen,Kitchen & Dining,4.3,95,฿899
a80577a6-6156-4e50-96ba-b3aadee48513,RMA Handicrafts 4L Plastic Bookshelf with Leg (Black),home & kitchen,Furniture,1.0,2,"฿1,599"
80fce47d-2ff7-488c-aa4e-c4867a0c40b2,ADA® Premium High Density Metal Garment Rack with 4 Side Hooks | Hanging Clothes Organizers with 4 -Tier Lower Storage She...,home & kitchen,Furniture,3.8,"1,311","฿3,499"
a948a4f8-9b3f-42d3-94f4-4e9c76337f09,SLIMSHINE Wall Mounted Cutlery Holder | Spoon Stand | Multi Purpose Stand for Wall | Keys Holder | Ladle Stand (Stainless ...,home & kitchen,Kitchen & Dining,4.1,"1,107",฿999
4b7db161-ab70-48f9-96c9-0bda3ed2b306,"Empathy Brand - Handle For Bisleri 20 Litre Water Bottle (Plastic, Blue)",home & kitchen,Kitchen & Dining,4.4,342,฿475
72135d49-079a-4de2-83b0-c9af0e2d80b3,"Cane Arts Hanging Chair Wooden Bamboo 100% Cane (Bait) for Comfort Indoor & Outdoor Swing Chair for Kids, Adults 100 Kg",home & kitchen,Furniture,3.6,36,"฿9,999"
756033c3-8df9-45e2-9294-0680d8b590fa,"Kuber Industries Setup Box Stand|Engineered Wooden WiFi Router,Game Console,Remote Holding Wall Shelf|Wall Mount Rack for ...",home & kitchen,Furniture,4.4,13,฿999
6677b293-8434-4df8-83f6-483803e0d6f4,Gold Filled with Beans Gaming Chair Sofa Bean Bag with Footrest and Cushion (Maroon) (XXXL),home & kitchen,Furniture,4.5,4,"฿4,999"
59ea42ab-3286-4670-8a08-a8efa94b91f8,Pigeone™ Polypropylene Mini Handy and Compact Chopper with 3 Blades for Effortlessly Chopping Vegetables and Fruits for Yo...,home & kitchen,Kitchen & Dining,3.6,100,฿499
ff460475-234c-4461-8b18-4c68d6fb2c47,"Green Soul Pebble Office Chair, Mid Back Mesh Ergonomic Home Office Desk Chair with Comfortable & Spacious Seat, Tilt Lock...",home & kitchen,Furniture,,,"฿7,990"
157ee111-c7bd-47f9-9371-ac64e81993be,"Amazon Brand - Solimo - Multipurpose Rack for Shoes and Clothes, 8 Racks, Black",home & kitchen,Furniture,3.5,27,"฿6,299"
61f75176-c7e8-42f4-8865-2fd9cb52a440,"HAZEL Stainless Steel Oil and Ghee Container With Spoon for Kitchen | Multipurpose Oil Container | Capacity of 320ml, Silver",home & kitchen,Kitchen & Dining,3.9,274,"฿1,079"
caba0d75-8947-4796-ab5f-200b186f4a00,Shri & Sam 6 PCS Spork 3 in 1,home & kitchen,Kitchen & Dining,4.3,"1,260",฿599
71e201fd-b222-4d4c-8fdd-93de7d573593,"LEOPAX Shoe Rack, Multi Pairs Shoe Storage Organizer, 3 Tiers Shoe Stand, Easy Assembly Stackable Sturdy Shoe Tower with 2...",home & kitchen,Furniture,,,"฿1,999"
a66ed31d-dbb0-4e6d-899a-7e7bf77b074f,DOLIVA 5 Pcs Kitchen Food Container Meat Storage Box Fridge and Freezer Fish Storage Basket Food Container,home & kitchen,Kitchen & Dining,4.3,21,฿699
8f0161aa-20be-4ef9-b479-154c41d48f9b,"CMerchants Multipurpose Ace Rack for Shoes, Clothes, Books and Utility Rack, Steel Frame with Steel Shelves (4 Shelf, Blu...",home & kitchen,Furniture,3.8,322,฿999
379bbb83-eae0-4e4f-a8a6-99ca93efc15c,HOUSE OF VIPA 360° Rotating Organizer Tray Multi- Function Rotating Tray/Kitchen Organizer/Cosmetics Organize,home & kitchen,Kitchen & Dining,3.7,28,฿899
5de2c87e-20b9-47aa-a5f1-ea01c0768298,"HEXONIQ® Premium Plastic Sink Dish Drainer, Draining Tray Drain Board Side Drip Sloping Kitchen Sink Rack Holder for Frui...",home & kitchen,Kitchen & Dining,4.1,295,฿799
918cc33e-6924-4d57-bee6-8ab210f42d5f,"Aristo Houseware Diamond Plastic Storage Container 4 Pcs Set, Transparent Clear, Multi",home & kitchen,Kitchen & Dining,4.4,3,฿266
87754461-69b2-4a5c-8de3-d826ce8d4ea7,AVSHUB Baby Sofa Seat Chair Cute Baby Sofa Mickey Mouse Design Sofa Chair for Kid Baby Girl Boys Sitting Sofa Chair Baby S...,home & kitchen,Furniture,4.4,3,"฿1,599"
83ed63dd-5d7d-4c78-a537-faa87b117d53,"Dime Store Wooden Cutlery 3 Compartment Utensil Holder for Counter top, Dining table, Kitchen Table for Forks, Knives, Spo...",home & kitchen,Kitchen & Dining,4.6,20,"฿1,199"
105ee83d-b953-4780-afc8-d73417ba47f0,"WRODSS Animal Sofa Cum Bed (Cotton & Fabric, Medium, Multicolour)",home & kitchen,Furniture,3.3,6,฿999
3e7aa0bc-df9a-4013-b5f9-771883481d0d,"JVJP I Wood 12 inch Wooden Mukkali, Mini Stool, Pooja Stand",home & kitchen,Furniture,4.2,77,"฿2,000"
6b38b174-c4ff-464b-873d-26b7c82a8d8a,"Stainless Steel Nozzle Set (Big) Gently Lift The Nozzle Squeezed Cream -8 Pieces(2D,1m,172(modak),Leaf,336,Basket,2F,Rose ...",home & kitchen,Kitchen & Dining,4.1,59,฿999
4d6d7d1e-719a-4b22-b64a-6d2937fa0537,"Ash & Roh® BIG BAMBOO Clear Long Bamboo Glass Kitchen Storage Glass Jar for Sauce Pickle Cereal Spice Spaghetti Noodles, 5...",home & kitchen,Kitchen & Dining,4.0,267,฿999
8f1ccd5e-b2c5-4093-8ce1-dddc119b156f,"Amazon Brand - Solimo Premium High-Carbon Stainless Steel Utility Knife Set, 2-Pieces, Silver",home & kitchen,Kitchen & Dining,4.2,707,"฿1,100"
e9870121-d18c-4ed1-8eab-bc93895b7fc7,Nilkamal Jungle Kids Plastic Chair (Yellow and Red),home & kitchen,Furniture,2.4,12,฿700
6c4cd3ce-b605-4f25-8a8f-61b61e11f1d7,"ZINBELL Wrolavi® Stainless Steel Basket With Wheels For Vegetable & Fruits, Storage Rack Organizer Stand For Kitchen (4 Sh...",home & kitchen,Kitchen & Dining,4.2,901,"฿3,999"
d355956b-6467-456e-a4cb-a5bee93d69c4,"Amazon Brand - Umi Rafuf Wooden Intersecting Wall Shelves (Set Of 8) (Standard, Red & Black)",home & kitchen,Furniture,4.1,23,"฿3,699"
d30ecbc0-979f-4a8c-b1cf-6c8b63cd554f,"IMPODA Nylon and Powder Coating Steel 4 x Small 1"" Single Wheel Puff Castor for Centre Table Furniture/80 kg Load Capacity...",home & kitchen,Furniture,3.8,229,฿699
81dd2f9d-aa3c-4c9d-94c6-59119aff0f18,Stainless Steel Kitchen 3-Tier Step Standing rack Kitchen Spice Bottle Rack Utensil Holder Food Storage Organizer for Cabi...,home & kitchen,Kitchen & Dining,3.9,196,"฿1,299"
7322b568-c67c-4299-ba5c-e1994ae2d156,Redwud Taxin Wooden TV Entertainment Unit/Wall Set Top Box Shelf Stand/Set Top Box Holder for Home/TV Cabinet for Wall/TV ...,home & kitchen,Furniture,2.0,10,"฿4,999"
5dc14f45-0857-48c2-9f5c-7adaa45d8216,"Amazon Brand - Solimo Plastic Container set - 525 Ml, 3 Pieces, White",home & kitchen,Kitchen & Dining,4.3,522,฿350
80168739-15fc-4e27-b084-2733da7cf4d6,Ginoya brothers Glass Pitcher with lid iced Tea Pitcher Water jug hot Cold Water ice Tea Wine Coffee Milk and Juice (1800 ml),home & kitchen,Kitchen & Dining,4.0,138,"฿1,299"
043a999a-8995-4560-a535-29368d11fc60,"Milton Stellar 5 Thermosteel Water Jug, 4.6 litres, Silver",home & kitchen,Kitchen & Dining,3.8,"2,915","฿1,560"
e2959545-94ba-464f-be13-6e84988f13f0,Dynore Stainless Steel Wine Pourer Set of 2,home & kitchen,Kitchen & Dining,4.1,281,฿285
2c009d8f-c9e3-4868-9060-2eb75ea8f2da,GINOYA BROTHERS - Kitchen Glass Containers With Lids - Tight Seal For Flour Sugar Pasta Cereal Storage Jar [1500Ml. /Pack ...,home & kitchen,Kitchen & Dining,4.3,109,"฿1,399"
68035b4e-0eac-40a4-85ca-9a80041d26ea,WOOD ART STORE Wooden sheesham Wood Serving Trays (Brown-12x6x1.5 inch),home & kitchen,Kitchen & Dining,4.3,632,฿599
a47e3295-9012-49cf-9bfc-1032d68d0855,Nilkamal CENTBL5 Contemporary Center Trolley Coffee Table/Tea Table/Teapoy for Home/Living Room/Office & Outdoor. (Plastic),home & kitchen,Furniture,4.0,816,"฿1,700"
e563559d-ca79-46b0-be65-4cbc295031ef,ZOSOE Glass Olive Oil Vinegar Dispenser Gravy Boat Kitchen Oil Bottle Stainless Steel Leak-Proof Soy Sauce Vinegar Storag...,home & kitchen,Kitchen & Dining,4.3,784,฿699
61df0380-ae8b-4b39-8585-d36dcf02b14d,"Sunpet SPL300 Polyurethane Container Set - 300 ml, 12 Pieces, Clear, Yellow",home & kitchen,Kitchen & Dining,4.3,175,฿560
3507cd0a-6355-4da4-85b4-ce337210440c,"Homemet Airtight Plastic Unbreakable Square Containers, Kitchen Storage Container, Grocery Container & Container Set - 110...",home & kitchen,Kitchen & Dining,4.2,272,"฿2,999"
d09364c9-405b-4957-a7c0-6d9d6337d58e,"Voix Flexible Silicone Ice Cube Mould Trays 24 Cavity Ice Cube Tray with Lid (Pack of 3 Tray,Multicolor)",home & kitchen,Kitchen & Dining,4.3,8,฿999
a253e9c2-5066-4022-bc06-6942818a1556,The Better Home 1000 Copper Water Bottle (900ml) | 100% Pure Copper Bottle | BPA Free & Non Toxic Water Bottle with Anti O...,home & kitchen,Kitchen & Dining,3.7,108,"฿2,999"
ac8655ee-a0e3-47d9-940c-370bdf8bbd1e,Kutumb Stainless Steel 1.1Ltr Airtight Storage Containers/Puri Dabba/steel dabba 1Piece for Kitchen/Fridge for storing rot...,home & kitchen,Kitchen & Dining,4.8,7,฿750
1a086114-6796-4a49-8809-a5d4307d1838,SHUBH SHREE Stainless Steel Nozzle Oil Dispenser 1 Litre | Oil Container | Oil Pourer | Oil Pot | Oil Can | Oil Bottle - S...,home & kitchen,Kitchen & Dining,2.0,1,฿399
a366b6e5-d1db-4eaa-a1e5-3611598bd8f0,6 Shoe Rack Multipurpose Home use Storage Stand Book Shelf for Kids Shoe Rack for Home use Multipurpose Home use - Brown P...,home & kitchen,Furniture,,,฿999
61b0b889-2a0d-4797-bdf2-1a3fd7a15ea4,"HomeCloud Floor Mat, Bath Mat,Doormat, Super Absorbent,Dirt Barrier for Home, Office 1Pc(40X60Cm) 4.5Mm Thick(485 Gm, Rubb...",home & kitchen,Furniture,3.7,287,"฿1,999"
3ed02bf0-6269-4f97-813e-d5c76fd85821,"DADDY - G® Multi -Purpose Mesh Storage bags Eco-Friendly, Non-Toxic, Reusable Fridge Storage Bag for Vegetables and Fruits...",home & kitchen,Kitchen & Dining,3.8,181,฿599
187704f9-fbfa-46f6-ae5d-fe41d23bc4a3,Home Centre Diana Beechwood Veneer Finish 4-Seater Dining Table with 4 Chairs (Walnut),home & kitchen,Furniture,3.6,391,"฿45,244"
a915b874-0f56-4dcf-bb63-0f0a4553542e,Benecio Magic Sticker Self-Adhesive Folding Plastic Towel Holder Ring Hanger for Bathroom/Towel Stand/Wash Basin/Napkin-To...,home & kitchen,Kitchen & Dining,4.4,153,฿399
e9bf20c4-636e-4c47-a287-4c89bd20fcba,Decazone Home Storage Rack (Shoe Rack- Brown) Pine Wood 5-Tier Shoe Shelf Foldable Shoe Rack Multi-Functional Free Standin...,home & kitchen,Furniture,5.0,2,"฿4,599"
14356c8b-dcb0-4e5e-8af6-869aabc87122,Zuvexa 3 Slot Knife Sharpener Professional Kitchen Chef Knife Sharpener with 3 Stage Design - Stainless Steel & Tungsten S...,home & kitchen,Kitchen & Dining,4.3,396,฿599
d0242393-77c5-44d5-9fdf-ef1f278cbb86,HOMELAND Wooden Laptop Table for Home Office Work|Bed|Students|Kids|Laptop Desk Stand|Portable Lapdesk|Beige (40x 60x 60cm),home & kitchen,Furniture,3.9,45,"฿4,599"
25144ff3-2372-4bfd-b710-a49f81be2ce4,"BANZOLA Leather Grip Coffee Cup Sipper Glass with Straw Mug with Straw Coffee Cup with Leather Grip, glass bottle with str...",home & kitchen,Kitchen & Dining,4.6,12,"฿1,299"
d303bcc0-4340-4ce3-951f-9777bc4f4b5d,"FNS International Pvt Ltd FnS RAGA 24 Karat Gold Plated 18 Pcs Cutlery Set (6 Pc Dinner Spoons, 6 Pc Dinner Fork, 6 Pc Tea...",home & kitchen,Kitchen & Dining,4.3,162,"฿1,891"
8bdc9429-4a4e-4094-afd6-90da6b9de7fa,Liza 4 Air Tight Lids Containers with Tray for Dry Fruit and Mukhvas Dani (plastic),home & kitchen,Kitchen & Dining,3.4,33,"฿1,077"
4a532af6-af30-459d-8226-b386e7544142,"Tupperware Plastic Tumbler - 340 ml, 4 Pieces, Multicolored",home & kitchen,Kitchen & Dining,4.4,9,฿720
3532ba5a-558b-42f8-be9a-d7d565cbbb15,"Kuber Industries Stainless Steel Turner/Spatula for Dosa, Roti, Omlette, Parathas, PavBhaji (Silver), Standard",home & kitchen,Kitchen & Dining,3.8,45,฿199
1ad99187-4c04-4816-bef7-345814ad5ece,DecorDen Zigzag Floating Wall Mount Wall Shelf Corner Stand |Side Shelf | Book Shelf |Racks And Shelf | Shelf Wooden Displ...,home & kitchen,Furniture,3.5,981,"฿2,199"
eefcaa95-b019-496f-acae-ceb402ccae54,Luxe Home International Bathmat 2500 GSM Microfiber Anti Skid Water Absorbent Machine Washable and Quick Dry Mixco Mats fo...,home & kitchen,Furniture,3.4,21,฿999
e7345ab7-2a7a-499c-bf32-f2c8401fe146,"HOKIPO Outdoor Rubber Coir Grill Doormat, Semi-Circle, 45x75 cm (IN-498)",home & kitchen,Furniture,4.5,36,"฿1,299"
c3ffa3e0-10be-486d-9605-158e36fd3f6b,"RUCON Cabinet mats Waterproof Non Slip Kitchen Drawer mat Shelf Liners for Kitchen Shelves (30cmx 3 Meter Multicolour), Pl...",home & kitchen,Kitchen & Dining,3.6,436,฿999
0a2ead51-289e-4365-9c85-347f3ea745fc,"Crystal - CC943 Oval Medium Stainless Steel Serving Spoon, Silver",home & kitchen,Kitchen & Dining,4.5,266,฿75
45fa9f58-c9cd-4a5d-bc9b-cb5adfca21d8,Fangle Wooden Adjustable Foldable Laptop Table & Drawer/Bed Table/Study Table -Brown DN-01,home & kitchen,Furniture,3.7,794,"฿2,999"
c2a23834-0482-4beb-b7a5-ba36b96302d8,"Jamboree!!! Cling Wrap 30 Meter Biodegradable Cling Film Food Wrapping (Pack of 2, 30 m Each)",home & kitchen,Kitchen & Dining,3.8,132,฿400
57d92273-44f7-4952-8f2b-0a7dd68ed3bb,"Cello Ozone Plastic Water Bottle, 1000ml, Set Of 3, Clear",home & kitchen,Kitchen & Dining,4.1,445,฿444
